id	imageUrl	artist	artistUrl	platform	imageSourceUrl	mediaSource	girlOrBoy
72	https://static.zerochan.net/Kanade.Izuru.full.3776993.jpg	momiage_40	https://twitter.com/momiage_40	twitter	https://twitter.com/momiage_40/status/1570791076889530369	Hololive	boy
73	https://static.zerochan.net/Levi.Ackerman.full.3768917.jpg	totemonemuuui	https://twitter.com/totemonemuuui	twitter	https://twitter.com/totemonemuuui/status/1559041503678574592	Attack on Titan	boy
74	https://static.zerochan.net/Holostars.full.3763224.jpg	InkAkane	https://twitter.com/InkAkane	twitter	https://twitter.com/InkAkane/status/1601228893653827584	Hololive	boy
75	https://static.zerochan.net/Kanade.Izuru.full.3767258.jpg	mstarsgasuki	https://twitter.com/mstarsgasuki	twitter	https://twitter.com/mstarsgasuki/status/1557881825753591809	Hololive	boy
76	https://static.zerochan.net/Alban.Knox.full.3755079.jpg	kurakichi36	https://twitter.com/kurakichi36	twitter	https://twitter.com/kurakichi36/status/1546861831620562944	Nijisanji	boy
77	https://media.discordapp.net/attachments/1062621565080059964/1062819395291852811/BouB94SKN6lzCkhK.jpeg	なだち	https://www.pixiv.net/en/users/1616106	pixiv	https://www.pixiv.net/en/artworks/88233080	Hololive	boy
78	https://static.zerochan.net/VOCALOID.full.2393796.jpg	にわ子	https://www.pixiv.net/en/users/1921614	pixiv	https://www.pixiv.net/en/artworks/70771607	VOCALOID	duo
79	https://static.zerochan.net/VOCALOID.full.2505305.png	しなお	https://www.pixiv.net/en/users/1521295	pixiv	https://www.pixiv.net/en/artworks/62725753	VOCALOID	duo
7A	https://static.zerochan.net/Kagamine.Mirrors.full.3098755.png	直子	https://www.pixiv.net/en/users/33254587	pixiv	https://www.pixiv.net/en/artworks/69923527	VOCALOID	duo
7B	https://static.zerochan.net/Kagamine.Len.full.3217846.jpg	しのたろう	https://www.pixiv.net/en/users/14706140	pixiv	https://www.pixiv.net/en/artworks/82847218	VOCALOID	boy
7C	https://static.zerochan.net/Kagamine.Mirrors.full.3218568.jpg	しのたろう	https://www.pixiv.net/en/users/14706140	pixiv	https://www.pixiv.net/en/artworks/76734096	VOCALOID	duo
7D	https://static.zerochan.net/Kagamine.Mirrors.full.2636683.jpg	れもくりん	https://www.pixiv.net/en/users/4725809	pixiv	https://www.pixiv.net/en/artworks/73771734	VOCALOID	duo
7E	https://static.zerochan.net/Aa.Subarashiki.Nyansei.full.694874.jpg	のん	https://www.pixiv.net/en/users/1432050	pixiv	https://www.pixiv.net/en/artworks/20708521	VOCALOID	duo
7F	https://static.zerochan.net/Kagamine.Mirrors.full.2613341.jpg	吃呀	https://www.pixiv.net/en/users/9485113	pixiv	https://www.pixiv.net/en/artworks/72101111	VOCALOID	duo
80	https://static.zerochan.net/Kagamine.Rin.full.3802237.png	ごうやだいふく	https://www.pixiv.net/en/users/34069324	pixiv	https://www.pixiv.net/en/artworks/102393577	VOCALOID	girl
81	https://static.zerochan.net/SeeU.full.3799304.png	Kamille	https://www.pixiv.net/en/users/1032266	pixiv	https://www.pixiv.net/en/artworks/102299487	VOCALOID	girl
82	https://static.zerochan.net/Hatsune.Miku.full.3743659.jpg	Nika○	https://www.pixiv.net/en/users/20209811	pixiv	https://www.pixiv.net/en/artworks/100879642	VOCALOID	girl
83	https://static.zerochan.net/Hatsune.Miku.full.3730879.jpg	えだまめこ	https://www.pixiv.net/en/users/32777629	pixiv	https://www.pixiv.net/en/artworks/94832332	VOCALOID	girl
84	https://static.zerochan.net/Kagamine.Mirrors.full.3702949.png	서키	https://www.pixiv.net/en/users/5074641	pixiv	https://www.pixiv.net/en/artworks/76060210	VOCALOID	duo
85	https://static.zerochan.net/VOCALOID.full.3697104.jpg	夏葡	https://www.pixiv.net/en/users/45889773	pixiv	https://www.pixiv.net/en/artworks/96073503	VOCALOID	duo
86	https://static.zerochan.net/VOCALOID.full.3692785.jpg	夏葡	https://www.pixiv.net/en/users/45889773	pixiv	https://www.pixiv.net/en/artworks/96073503	VOCALOID	duo
87	https://static.zerochan.net/Yuzuki.Yukari.full.3689293.jpg	ミツキノワ	https://www.pixiv.net/en/users/76139547	pixiv	https://www.pixiv.net/en/artworks/99347427	VOCALOID	girl
88	https://static.zerochan.net/VOCALOID.full.3662729.png	夏葡	https://www.pixiv.net/en/users/45889773	pixiv	https://www.pixiv.net/en/artworks/96933166	VOCALOID	boy
89	https://static.zerochan.net/Ike.Eveland.full.3687951.png	やまもも	https://www.pixiv.net/en/users/1875120	pixiv	https://www.pixiv.net/en/artworks/97841304	Nijisanji	boy
8A	https://static.zerochan.net/Hatsune.Miku.full.3666655.jpg	日向青	https://www.pixiv.net/en/users/50646281	pixiv	https://www.pixiv.net/en/artworks/98804072	VOCALOID	girl
8B	https://static.zerochan.net/Hatsune.Miku.full.3648689.jpg	さらい	https://www.pixiv.net/en/users/78760386	pixiv	https://www.pixiv.net/en/artworks/98225771	VOCALOID	girl
8C	https://static.zerochan.net/Hatsune.Miku.full.3645760.jpg	ぱや88	https://www.pixiv.net/en/users/3882185	pixiv	https://www.pixiv.net/en/artworks/97874394	VOCALOID	girl
8D	https://static.zerochan.net/Mejojo.Von.Garibaldi.full.3873779.png	星猫叶夢	https://www.pixiv.net/en/users/3348355	pixiv	https://www.pixiv.net/en/artworks/71365444	Black Wolves Saga	boy
8E	https://static.zerochan.net/Black.Wolves.Saga.full.3634660.jpg	星猫叶夢	https://www.pixiv.net/en/users/3348355	pixiv	https://www.pixiv.net/en/artworks/97902187	Black Wolves Saga	boy
8F	https://static.zerochan.net/Ruzhai0609%5C.full.3872944.jpg	儒宅	https://www.pixiv.net/en/users/12539859	pixiv	https://www.pixiv.net/en/artworks/99987469	#N/A	girl
90	https://static.zerochan.net/Privaty.full.3872907.jpg	ユキはる	https://www.pixiv.net/en/users/52408530	pixiv	https://www.pixiv.net/en/artworks/104381957	NIKKE: The Goddess Of Victory	girl
91	https://static.zerochan.net/VOCALOID.full.2393818.jpg	にわ子	https://www.pixiv.net/en/users/1921614	pixiv	https://www.pixiv.net/en/artworks/66640719	VOCALOID	duo
92	https://static.zerochan.net/Mafuyu.%28Pixiv5229572%29.full.2391116.png	まふゆ	https://www.pixiv.net/en/users/5229572	pixiv	https://www.pixiv.net/en/artworks/70070638	#N/A	girl
93	https://static.zerochan.net/Orihara.Izaya.full.981233.jpg	ユータ	https://www.pixiv.net/en/users/1852346	pixiv	https://www.pixiv.net/en/artworks/31275747	DURARARA!!	boy
94	https://static.zerochan.net/Miqo%27te.full.2484607.png	sansa	https://www.pixiv.net/en/users/20550233	pixiv	https://www.pixiv.net/en/artworks/72903711	Final Fantasy XIV	boy
95	https://static.zerochan.net/Tsushima.Yoshiko.full.2485934.png	Deadnooodles	https://twitter.com/Deadnooodles	twitter	https://twitter.com/Deadnooodles/status/1090583396013637632	Love Live! Sunshine!!	girl
96	https://static.zerochan.net/HK416.%28Girls.Frontline%29.full.2485297.jpg	豆芽菜	https://www.pixiv.net/en/users/13779480	pixiv	https://www.pixiv.net/en/artworks/72922759	Girls Frontline	girl
97	https://static.zerochan.net/Sen.%28Granblue.Fantasy%29.full.2486348.png	白とら	https://www.pixiv.net/en/users/2637137	pixiv	https://www.pixiv.net/en/artworks/72933237	Granblue Fantasy	girl
98	https://static.zerochan.net/Shugao.full.2486721.png	しゅがお	https://www.pixiv.net/en/users/612602	pixiv	https://www.pixiv.net/en/artworks/72956660	#N/A	girl
99	https://static.zerochan.net/Prussia.full.312763.jpg	敬	https://www.pixiv.net/en/users/1172653	pixiv	https://www.pixiv.net/en/artworks/13909107	Axis Powers: Hetalia	boy
9A	https://static.zerochan.net/Alice.Margatroid.full.311450.jpg	chocho	https://www.pixiv.net/en/users/316333	pixiv	https://www.pixiv.net/en/artworks/12551572	Touhou	girl
9B	https://static.zerochan.net/South.Italy.full.314035.jpg	ひし	https://www.pixiv.net/en/users/570530	pixiv	https://www.pixiv.net/en/artworks/13929055	Axis Powers: Hetalia	boy
9C	https://static.zerochan.net/Kanzaki.Toru.full.1533859.jpg	カイリ	https://www.pixiv.net/en/users/117622	pixiv	https://www.pixiv.net/en/artworks/36520710	Tokimeki Restaurant	boy
9D	https://static.zerochan.net/MAGI%3A.The.Labyrinth.of.Magic.full.1531609.jpg	理都	https://www.pixiv.net/en/users/281262	pixiv	https://www.pixiv.net/en/artworks/31878243	MAGI: The Labyrinth of Magic	duo
9E	https://static.zerochan.net/Uta.no%E2%98%86prince-sama%E2%99%AA.full.1535713.jpg	大翔(ヒロト)	https://www.pixiv.net/en/users/2299510	pixiv	https://www.pixiv.net/en/artworks/35373965	Uta no☆prince-sama♪	boy
9F	https://static.zerochan.net/Red.%28Pok%C3%A9mon%29.full.1539835.jpg	みっこ	https://www.pixiv.net/en/users/2124171	pixiv	https://www.pixiv.net/en/artworks/36879386	Pokémon	boy
A0	https://static.zerochan.net/SeeU.full.1531772.jpg	PrimCOCO	https://www.pixiv.net/en/users/7369463	pixiv	https://www.pixiv.net/en/artworks/36651729	VOCALOID	girl
A1	https://cdn.catboys.com/images/image_3.jpg	めばえ	https://www.pixiv.net/en/users/1918398	pixiv	https://www.pixiv.net/en/artworks/23506200	Sekaiichi Hatsukoi	boy
A2	https://neko-love.xyz/v1/neko/neko-love_242.png	Aeng_Dyu	https://www.pixiv.net/en/users/12896541	pixiv	https://www.pixiv.net/en/artworks/67669539	#N/A	girl
A3	https://cdn.catboys.com/images/image_305.jpg	AXESCR	https://www.pixiv.net/en/users/27055964	pixiv	https://www.pixiv.net/en/artworks/95475633	SK∞	boy
A4	https://imglf5.lf127.net/img/ce9e4f517e8567d7/NW0vbE1LMmdHUTJEUFhsVjBkclF2S0I3WGJFLzN0R2JMVHRhS0hieWxDOD0.jpg	iron海濑	https://youlin365.lofter.com/	lofter	https://youlin365.lofter.com/post/1f6ca619_2b78bd889	Genshin Impact	boy
A5	https://static.zerochan.net/Nijisanji.full.3752256.jpg	Akemono	https://www.deviantart.com/akemono	deviantart	https://deviantart.com/view/908111971	Nijisanji	boy
A6	https://imglf6.lf127.net/img/52b265aa993a4b80/NW0vbE1LMmdHUTAzS1Q2THUyWFhwbC9PZlBzeVNXUTlVQ1lENmxXeXBldz0.jpg	iron海濑	https://youlin365.lofter.com	lofter	https://youlin365.lofter.com/post/1f6ca619_2b697951c	Nijisanji	boy
A7	https://static.zerochan.net/Bilshana.Senki.full.3737312.jpg	tekodeteko	https://twitter.com/tekodeteko	twitter	https://twitter.com/tekodeteko/status/1363841471019851777	Bilshana Senki	duo
A8	https://static.zerochan.net/Sound.Horizon.full.3726912.jpg	3fourpaca	https://twitter.com/3fourpaca	twitter	https://twitter.com/3fourpaca/status/1496137675774242818	Sound Horizon	boy
A9	https://static.zerochan.net/Kenta.Mikoshiba.full.3734057.jpg	sbsb_mksb	https://twitter.com/sbsb_mksb	twitter	https://twitter.com/sbsb_mksb/status/1509910433959841795	Paradox Live	boy
AA	https://static.zerochan.net/Yano.Reiji.full.3674681.jpg	tehhe_zz	https://twitter.com/tehhe_zz	twitter	https://twitter.com/tehhe_zz/status/1463163409722183705	Dance Killer Trick!	boy
AB	https://static.zerochan.net/Camus.%28Utapri%29.full.3693471.jpg	オウギカイリ	https://www.pixiv.net/en/users/925546	pixiv	https://www.pixiv.net/en/artworks/97370416	Uta no☆prince-sama♪	boy
AC	https://static.zerochan.net/Kaeya.Alberich.full.3639076.jpg	aee_gnsn	https://twitter.com/aee_gnsn	twitter	https://twitter.com/aee_gnsn/status/1353707276364697600	Genshin Impact	boy
AD	https://static.zerochan.net/Diluc.Ragnvindr.full.3639059.jpg	aee_gnsn	https://twitter.com/aee_gnsn	twitter	https://twitter.com/aee_gnsn/status/1351606712059392000	Genshin Impact	boy
AE	https://static.zerochan.net/Xiao.%28Genshin.Impact%29.full.3639064.jpg	aee_gnsn	https://twitter.com/aee_gnsn	twitter	https://twitter.com/aee_gnsn/status/1359874635567824900	Genshin Impact	boy
AF	https://static.zerochan.net/Kamisato.Ayato.full.3639069.jpg	aee_gnsn	https://twitter.com/aee_gnsn	twitter	https://twitter.com/aee_gnsn/status/1489790493315588103	Genshin Impact	boy
B0	https://cdn.donmai.us/original/23/8b/__scaramouche_genshin_impact_drawn_by_nakayama_miyuki__238bb1447364e3547a77c3c4550c2171.jpg	okmgmk	https://twitter.com/okmgmk	twitter	https://twitter.com/okmgmk/status/1607643875497365504	Genshin Impact	boy
B1	https://cdn.donmai.us/original/0f/fe/__kaenbyou_rin_touhou_drawn_by_palulap__0ffedf184b93025dec65df6ca2c777a6.jpg	ぱーさん	https://www.pixiv.net/en/users/70138809	pixiv	https://www.pixiv.net/en/artworks/104069403	Touhou	girl
B2	https://cdn.donmai.us/original/6c/c4/__lysithea_von_ordelia_fire_emblem_and_1_more_drawn_by_do_m_kaeru__6cc4d9cdafd23f6763a2cd3cb07a7ec0.png	makkusuoko	https://twitter.com/makkusuoko	twitter	https://twitter.com/makkusuoko/status/1608391553042767872	Fire Emblem: Three Houses	girl
B3	https://cdn.donmai.us/original/29/42/__dark_serge_chrono_cross_drawn_by_tokio_okt0w0__2942ebab3f1a1d361a70357159972cd9.jpg	yawage	https://twitter.com/yawage	twitter	https://twitter.com/yawage/status/1497141026460672000	Chrono Cross	boy
B4	https://cdn.donmai.us/original/4e/ee/__kageyama_shigeo_reigen_arataka_and_ekubo_mob_psycho_100_drawn_by_mochinue__4eeefb4151d8da02d0f9f635afe292a5.jpg	mochinue	https://twitter.com/mochinue	twitter	https://twitter.com/mochinue/status/1599401847965749249	Mob Psycho 100	boy
B5	https://cdn.donmai.us/original/3a/32/__kamishiro_rui_project_sekai_drawn_by_hk_wgyz7222__3a3257555ee1565d8162c94125dd1094.jpg	HK	https://www.pixiv.net/en/users/52563595	pixiv	https://www.pixiv.net/en/artworks/102902429	Project Sekai Colorful Stage! feat. Hatsune Miku	boy
B6	https://cdn.donmai.us/original/d1/4f/__arch_bishop_and_priest_ragnarok_online_drawn_by_tokio_okt0w0__d14f267ba7eea1b5d603a18acd36dc20.jpg	yawage	https://twitter.com/yawage	twitter	https://twitter.com/yawage/status/1310777282433150976	Ragnarok Online	boy
B7	https://cdn.donmai.us/original/93/d7/__original_and_1_more_drawn_by_minasenagi__93d7f5a2e3c96a8b6ad89ca71a0d171c.jpg	みなせなぎ	https://www.pixiv.net/en/users/894387	pixiv	https://www.pixiv.net/en/artworks/104042876	#N/A	girl
B8	https://cdn.donmai.us/original/d5/16/__yoisaki_kanade_project_sekai_drawn_by_hk_wgyz7222__d516c441c96a12035d56a32320bcace2.jpg	HK	https://www.pixiv.net/en/users/52563595	pixiv	https://www.pixiv.net/artworks/103314838	Project Sekai Colorful Stage! feat. Hatsune Miku	girl
B9	https://cdn.donmai.us/original/82/e9/__kamishiro_rui_project_sekai_drawn_by_hk_wgyz7222__82e9f043a8a4c3049728e19ce0761bbe.jpg	HK	https://www.pixiv.net/en/users/52563595	pixiv	https://www.pixiv.net/artworks/102902429	Project Sekai Colorful Stage! feat. Hatsune Miku	boy
BA	https://cdn.donmai.us/original/50/52/__kazusa_and_reisa_blue_archive_drawn_by_reneua__50522deda87154573aba656c96fdbb20.png	Reneua	https://www.pixiv.net/en/users/32419572	pixiv	https://www.pixiv.net/artworks/103898396	Blue Archive	girl
BB	https://cdn.donmai.us/original/0d/20/__original_drawn_by_chita_ketchup__0d201026b84bb340a7a4a6c581b7fafc.jpg	ちた	https://www.pixiv.net/en/users/6437284	pixiv	https://www.pixiv.net/en/artworks/104020537	#N/A	girl
BC	https://cdn.donmai.us/original/46/26/__biolo_ragnarok_online_drawn_by_tokio_okt0w0__462651f81142d98898e832ebc0832543.jpg	yawage	https://twitter.com/yawage	twitter	https://twitter.com/yawage/status/1266751134271565824	Ragnarok Online	duo
BD	https://cdn.donmai.us/original/3d/57/__amuro_tooru_meitantei_conan_drawn_by_yuu_guruko__3d57fbbea8018192834343c1256efff9.jpg	優 ぐる子	https://www.pixiv.net/en/users/1543447	pixiv	https://www.pixiv.net/artworks/79892640	Case Closed (Detective Conan)	boy
BE	https://cdn.donmai.us/original/56/9f/__scaramouche_and_scaramouche_genshin_impact_drawn_by_to_e__569f68dc9216fde39f6b14d7ffd9e60b.jpg	To___e	https://twitter.com/To___e	twitter	https://twitter.com/To___e/status/1607940495761879040	Genshin Impact	boy
BF	https://cdn.donmai.us/original/d7/4f/__shyrei_faolan_vyugen_drawn_by_polypuff__d74f7a4f410834fd6d94721287846969.jpg	polypuff	https://twitter.com/polypuff	twitter	https://twitter.com/polypuff/status/1518963583282937856	Vyugen	girl
C0	https://cdn.donmai.us/original/55/1d/__shyrei_faolan_and_alheitrakzoth_vyugen_drawn_by_fumochidesu__551dd7507de35720f6cb8bdbffac1c37.jpg	fumochidesu	https://twitter.com/fumochidesu	twitter	https://twitter.com/fumochidesu/status/1566442321448734721	Vyugen	girl
C1	https://cdn.donmai.us/original/48/11/__nanase_eru_varium_drawn_by_ame929__4811588416f04774711f8f9b8ab79936.jpg	Ameもちᵕ̈*🍭	https://www.pixiv.net/en/users/59688623	pixiv	https://www.pixiv.net/en/artworks/103996831	Varium	girl
C2	https://cdn.donmai.us/original/a9/df/__arch_bishop_ragnarok_online_drawn_by_tokio_okt0w0__a9df2985f80c83a4e0e32ac7a2077301.jpg	yawage	https://twitter.com/yawage	twitter	https://twitter.com/yawage/status/1100662364116901889	Ragnarok Online	boy
C3	https://cdn.donmai.us/original/20/21/__original_drawn_by_alpha_ypalpha79__202149fc32cdc91483ecd866b7e9b88d.png	Yampa	https://www.pixiv.net/en/users/8045536	pixiv	https://www.pixiv.net/en/artworks/103593981	#N/A	boy
C4	https://cdn.donmai.us/original/ec/2d/__original_drawn_by_alpha_ypalpha79__ec2da9f63ff7941be83258d7252cdbe8.png	Yampa	https://www.pixiv.net/en/users/8045536	pixiv	https://www.pixiv.net/en/artworks/103515164	#N/A	girl
C5	https://cdn.donmai.us/original/be/30/__original_drawn_by_shano_hiyori__be3089e1bec03f03f80f25d63aae6d1b.png	茶乃ひより	https://www.pixiv.net/en/users/52644245	pixiv	https://www.pixiv.net/en/artworks/103533171	#N/A	girl
C6	https://cdn.donmai.us/original/10/73/__g_raha_tia_final_fantasy_and_1_more_drawn_by_lege_bushi_shiwu__107383145a6a3930baa20094e90172ef.jpg	乐格不是食物	https://lege772588.lofter.com/	lofter	https://lege772588.lofter.com/post/4c02d89d_2b5a7871b	Final Fantasy XIV	boy
C7	https://cdn.donmai.us/original/cf/c8/__kazusa_blue_archive_drawn_by_rynzfrancis__cfc860aeac142e0499bb948f2ad48683.png	RynzFrancis	https://www.pixiv.net/en/users/28516182	pixiv	https://www.pixiv.net/artworks/101018109	Blue Archive	girl
C8	https://cdn.donmai.us/original/82/12/__nekomata_okayu_and_inugami_korone_hololive_drawn_by_pisuke_wan__8212b80635c19e22f36ec049d6c1ecf4.jpg	pisuke_wan	https://twitter.com/pisuke_wan	twitter	https://twitter.com/pisuke_wan/status/1607431965128679425	Hololive	girl
